PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
C	Dian, FJ		Chakrabarti, S; Saha, HN		Dian, F. John			An Indoor Environmental Visualization System (IEVS)	2019 IEEE 10TH ANNUAL INFORMATION TECHNOLOGY, ELECTRONICS AND MOBILE COMMUNICATION CONFERENCE (IEMCON)			English	Proceedings Paper	IEEE 10th Annual Information Technology, Electronics and Mobile Communication Conference (IEMCON)	OCT 17-19, 2019	Univ British Columbia, CANADA	IEEE, IEEE Vancouver Sect, Inst Engn & Management, Univ Engn & Management	Univ British Columbia	BLE (Bluetooth Low Energy); IoT (Internet of Things); data acquisition system; Visualization		As environmental control systems become more prevalent in new housing developments, there is a demand for smart and cost effective data acquisition solutions to measure the environmental data for the purpose of smart decision making and to improve indoor comfort and energy efficiency. For this purpose, it is also important to present the collected data using an efficient visualization technique. In order to exploit this opportunity, this paper presents the design considerations for a low-cost, environmental data acquisition, processing and visualization system which is based on Bluetooth Low Energy (BLE) and can be deployed and scaled in residential and industrial settings. We propose and develop a low power wireless sensor network, which is capable of working with relatively distant sensors. This network introduces adaptive sampling of the connected sensors in order to achieve higher degree of accuracy in its data measurements. The results of our experiments on the proposed network shows the efficiency of the proposed system as an indoor environmental visualization system.	[Dian, F. John] British Columbia Inst Technol, Dept Elect & Comp Engn, Burnaby, BC, Canada	British Columbia Institute of Technology	Dian, FJ (corresponding author), British Columbia Inst Technol, Dept Elect & Comp Engn, Burnaby, BC, Canada.	john_dian@bcit.ca			British Columbia Institute of Technology research grant	British Columbia Institute of Technology research grant	This work has been supported by the British Columbia Institute of Technology research grant.		18	1	1	1	1	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-7281-2530-5				2019							98	102						5	Computer Science, Theory & Methods; Engineering, Electrical & Electronic; Telecommunications	Conference Proceedings Citation Index - Science (CPCI-S)	Computer Science; Engineering; Telecommunications	BO8XK					2023-06-19	WOS:000529790700016
C	Juhana, T; Irawan, AI			IEEE	Juhana, Tutun; Irawan, Arif Indra			Smart Non Intrusive Power Consumption Monitoring System	2016 10TH INTERNATIONAL CONFERENCE ON TELECOMMUNICATION SYSTEMS SERVICES AND APPLICATIONS (TSSA)	International Conference on Telecommunication Systems Services and Applications		English	Proceedings Paper	10th International Conference on Telecommunication Systems Services and Applications (TSSA)	OCT 06-07, 2016	Denpasar, INDONESIA			Energy monitoring system; Non-intrusive sensor; Bluetooth Low Energy; Factorial Hidden Markov Model		The energy consumption in residential has been increased over the past years. Many researches to conserve electrical consumption have been presented. Providing residents with information on their energy consumption has become a feasible option to promote energy saving in residential sector. In this Paper, the electrical energy monitoring systems are designed based on a non-intrusive sensors, Bluetooth Low energy (BLE) and Factorial Hidden Markov Model algorithm (FHMM). Sensors placed at one point observation to measure electricity consumption on the whole load. Using the BLE as the transmission medium, measurement result are sent to the server. Server perform the disaggreagtion of electricity consumption on each load using FHMM algorithm so the user can observe the consumption of a whole load or each of them. In addition, we develop a prototype system that allows real-time monitoring of appliance states	[Juhana, Tutun; Irawan, Arif Indra] Inst Teknol Bandung, Sch Elect Engn & Informat, Jalan Ganesha 10, Bandung 40132, Indonesia	Institute Technology of Bandung	Juhana, T (corresponding author), Inst Teknol Bandung, Sch Elect Engn & Informat, Jalan Ganesha 10, Bandung 40132, Indonesia.	tutun.j@gmail.com	Irawan, Arif Indra/AFJ-3767-2022; Juhana, Tutun/AAA-8786-2021	Irawan, Arif Indra/0000-0001-6412-0595; 					16	0	0	0	1	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2372-7314		978-1-5090-5170-0	INT C TELECOMMUN SYS			2016														4	Telecommunications	Conference Proceedings Citation Index - Science (CPCI-S)	Telecommunications	BH9SO					2023-06-19	WOS:000404344900040
J	Haque, MI; Yoshibayashi, K; Wang, JQ; Fischer, G; Kirchner, J				Haque, Md Ismail; Yoshibayashi, Kengo; Wang, Jianqing; Fischer, Georg; Kirchner, Jens			Design and evaluation of directional antenna for shoe-mounted sensor for position identification of elderly wanderer	SENSING AND BIO-SENSING RESEARCH			English	Article						Position identification; Bluetooth low energy; Directional antenna; Elderly wanderer; Shoe-mounted sensor	PLANTAR PRESSURE; DEMENTIA	Monitoring system with Bluetooth low energy (BLE) beacons is promising for position identification of elderly wanderers. BLE beacons can be mounted in shoes for convenience, and a shoe-mounted directional antenna is expected to efficiently radiate the beacon signals to the data server of the monitoring system. In this paper, a directional array antenna with planar or curved structure was designed on the shoe surface for this purpose. The antenna was designed to sweep diagonally upward from 10 degrees to 50 degrees, and the simulated and measured S-11 performances revealed reasonable agreement. The antenna was assumed to be used in an urban environment, and a directional patch array antenna with dielectric lens was also designed to receive beacon signals by mounting it on utility poles. According to a feasibility experiment result of elderly wanderer position identification, the designed directional antenna can provide an almost 100% position identification rate if a wanderer is within 20 m from a smart phone user.	[Haque, Md Ismail; Yoshibayashi, Kengo; Wang, Jianqing] Nagoya Inst Technol, Grad Sch Engn, Showa Ku, Nagoya, Aichi 4668555, Japan; [Fischer, Georg; Kirchner, Jens] Friedrich Alexander Univ Erlangen Nuremberg, Inst Elect Engn, Schlosspl 9, D-91058 Erlangen, Germany	Nagoya Institute of Technology; University of Erlangen Nuremberg	Haque, MI (corresponding author), Nagoya Inst Technol, Grad Sch Engn, Showa Ku, Nagoya, Aichi 4668555, Japan.	m.haque.379@nitech.jp	Haque, Dr. Engr. Md. Ismail/CAE-9598-2022; Kirchner, Jens/AEV-0511-2022; Fischer, Georg/Y-3059-2019	Kirchner, Jens/0000-0002-8623-9551; Fischer, Georg/0000-0002-4033-2005	JSPS Japanese-German Graduate Externship [2019/R1]; Deutsche Forschungsgemeinschaft [GRK2495/A]	JSPS Japanese-German Graduate Externship; Deutsche Forschungsgemeinschaft(German Research Foundation (DFG))	This work was supported by the JSPS Japanese-German Graduate Externship (Grant No. 2019/R1), and the Deutsche Forschungsgemeinschaft under GRK2495/A.		26	0	0	0	0	ELSEVIER	AMSTERDAM	RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS		2214-1804		SENS BIO-SENS RES	Sens. Bio-Sens. Res,	DEC	2021	34								100451	10.1016/j.sbsr.2021.100451	http://dx.doi.org/10.1016/j.sbsr.2021.100451		SEP 2021	10	Chemistry, Analytical	Emerging Sources Citation Index (ESCI)	Chemistry	US4DU		gold			2023-06-19	WOS:000697382900001
C	Dalgic, O; Tekin, A; Ugurlu, B			IEEE	Dalgic, Oguzhan; Tekin, Ahmet; Ugurlu, Barkan			An Experimental Study of a Bluetooth Communication System for Robot Motion Control	45TH ANNUAL CONFERENCE OF THE IEEE INDUSTRIAL ELECTRONICS SOCIETY (IECON 2019)	IEEE Industrial Electronics Society		English	Proceedings Paper	45th Annual Conference of the IEEE Industrial Electronics Society (IECON)	OCT 14-17, 2019	Lisbon, PORTUGAL	IEEE, Univ Nova Lisboa, IEEE Ind Elect Soc		Bluetooth Data Transmission; Bluetooth Low Energy; BLE; Antenna Alignment; Robot Motion Control; Mobile Robots		This paper presents a method that aims to reduce the complex cabling problem in robotics applications, so as to prevent difficulties in troubleshooting processes and failures in case of cable breaks. Examples in the literature have proven the reliability of the Bluetooth Low Energy (BLE) based communication systems and indicated that it could be employed in sensor data transfer applications. Therefore, our solution to the aforementioned issue is independent joint modules that comprise a motor driver, a microcontroller for running servo control loops, and a BLE device that enables the module to communicate with the main processor of the robot without the need of bulky cabling. Target applications for this method are mobile robots that encapsulate onboard processors and actuators that are deployed within a short range.	[Dalgic, Oguzhan; Tekin, Ahmet] Ozyegin Univ, Dept Elect & Elect Engn, Istanbul, Turkey; [Ugurlu, Barkan] Ozyegin Univ, Dept Mech Engn, Istanbul, Turkey	Ozyegin University; Ozyegin University	Dalgic, O (corresponding author), Ozyegin Univ, Dept Elect & Elect Engn, Istanbul, Turkey.	oguzhan.dalgic@ozu.edu.tr; ahmet.tekin@ozyegin.edu.tr; barkan.ugurlu@ozyegin.edu.tr	Ugurlu, Barkan/A-4793-2015; Tekin, Ahmet/AAA-6127-2021	Ugurlu, Barkan/0000-0002-9124-7441; Tekin, Ahmet/0000-0001-8549-2582	Scientific and Technological Research Council of Turkey (TUBITAK) [215E138]	Scientific and Technological Research Council of Turkey (TUBITAK)(Turkiye Bilimsel ve Teknolojik Arastirma Kurumu (TUBITAK))	This work is supported by the Scientific and Technological Research Council of Turkey (TUBITAK), with the project 215E138. The authors of this paper thank Sinan Coruk for his support on the preparation of the test setup.		24	1	1	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	1553-572X		978-1-7281-4878-6	IEEE IND ELEC			2019							604	609						6	Engineering, Industrial	Conference Proceedings Citation Index - Science (CPCI-S)	Engineering	BO6SZ					2023-06-19	WOS:000522050600094
J	Brunelli, D; Farella, E; Giovanelli, D; Milosevic, B; Minakov, I				Brunelli, Davide; Farella, Elisabetta; Giovanelli, Davide; Milosevic, Bojan; Minakov, Ivan			Design Considerations for Wireless Acquisition of Multichannel sEMG Signals in Prosthetic Hand Control	IEEE SENSORS JOURNAL			English	Article						Surface EMG; biomedical signal processing; bluetooth low energy; low-power WiFi	SURFACE EMG; OPTIMIZATION; SCHEME; ENERGY	Wearable technology for assistive medical applications and physical activity recognition has emerged as a fast growing research field in recent years. However, the design of such systems still poses challenges, including restricted physical size, limited computational resources, and the availability of constrained energy sources. In this paper, we present a practical design space exploration of a body-worn system for prosthetic hand control based on surface electromyography (sEMG) signals. The sEMG method is a well-established sensing technology that provides the detection of electrical activity produced by the physiological contractions of muscles. The presented wearable system is designed to acquire sEMG signals for successive recognition of the performed motion and the control of the prosthetic hand, allowing to regain a considerable amount of life quality for a broad patient community. The main guiding requirements for the presented wearable system include real-time data acquisition from up to 32 sEMG channels, reliable wireless data streaming, long mobile autonomy (several days lifetime), non-intrusive mounting, and compact size. We present the system's hardware and software architecture focusing on the comparison of various communication design options such as recent Bluetooth low energy and low-power WiFi technologies.	[Brunelli, Davide; Minakov, Ivan] Univ Trento, Dept Ind Engn, I-38123 Trento, Italy; [Farella, Elisabetta; Giovanelli, Davide; Milosevic, Bojan] Fdn Bruno Kessler, Ctr Informat & Commun Technol, I-38123 Trento, Italy	University of Trento; Fondazione Bruno Kessler	Brunelli, D (corresponding author), Univ Trento, Dept Ind Engn, I-38123 Trento, Italy.	davide.brunelli@unitn.it; efarella@fbk.eu; dgiovanelli@fbk.eu; milosevic@fbk.eu; ivan.minakov@unitn.it	Farella, Elisabetta/H-1937-2012; Brunelli, Davide/H-7927-2012; Brunelli, Davide/G-3114-2011	Farella, Elisabetta/0000-0001-9047-9868; Brunelli, Davide/0000-0001-5110-6823; Brunelli, Davide/0000-0001-5110-6823	Project Green-DataNet through the EU 7th Framework Programme [609000]	Project Green-DataNet through the EU 7th Framework Programme	This work was supported by the Project Green-DataNet through the EU 7th Framework Programme under Grant 609000.		43	27	28	2	20	IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC	PISCATAWAY	445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA	1530-437X	1558-1748		IEEE SENS J	IEEE Sens. J.	DEC 1	2016	16	23					8338	8347		10.1109/JSEN.2016.2596712	http://dx.doi.org/10.1109/JSEN.2016.2596712			10	Engineering, Electrical & Electronic; Instruments & Instrumentation; Physics, Applied	Science Citation Index Expanded (SCI-EXPANDED)	Engineering; Instruments & Instrumentation; Physics	EC6AJ					2023-06-19	WOS:000388218100020
C	Lanfer, E; Hanel, T; Van Rijswijk-Deij, R; Aschenbruck, N		Oteafy, S; Bulut, E; Tschorsch, F		Lanfer, Eric; Haenel, Thomas; Van Rijswijk-Deij, Roland; Aschenbruck, Nils			Improving Proximity Classification for Contact Tracing using a Multi-channel Approach	PROCEEDINGS OF THE 2022 47TH IEEE CONFERENCE ON LOCAL COMPUTER NETWORKS (LCN 2022)	Conference on Local Computer Networks		English	Proceedings Paper	47th IEEE Conference on Local Computer Networks (LCN)	SEP 26-29, 2022	Edmonton, CANADA	IEEE, IEEE Comp Soc, Tech Comm Comp Commun, TELUS		Contact Tracing; Proximity Classification; Bluetooth Low Energy; COVID-19; IEEE 802.11		Due to the COVID-19 pandemic, smartphone-based proximity tracing systems became of utmost interest. Many of these systems use Bluetooth Low Energy (BLE) signal strength data to estimate the distance between two persons. The quality of this method depends on many factors and, therefore, does hardly deliver accurate results. We present a multi-channel approach to improve proximity classification, and a novel, publicly available data set that contains matched IEEE 802.11 (2.4 & 5 GHz) and BLE signal strength data, measured in four different environments. We utilize these data to train machine learning models. The evaluation showed significant improvements in the distance classification and consequently also the contact tracing accuracy. However, we also encountered privacy problems and limitations due to the consistency and interval at which such probes are sent. We discuss these limitations and sketch how our approach could be improved to make it suitable for real-world deployment.	[Lanfer, Eric; Haenel, Thomas; Aschenbruck, Nils] Osnabruck Univ, Inst Comp Sci, Osnabruck, Germany; [Van Rijswijk-Deij, Roland] Univ Twente, Design & Anal Commun Syst Grp, Enschede, Netherlands	University Osnabruck; University of Twente	Lanfer, E (corresponding author), Osnabruck Univ, Inst Comp Sci, Osnabruck, Germany.	lanfer@uos.de; haenel@uos.de; aschenbruck@uos.de; r.m.vanrijswijk@utwente.nl		van Rijswijk-Deij, Roland/0000-0002-0249-8776					32	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	0742-1303		978-1-6654-8001-7	C LOCAL COMPUT NETW			2022							64	72		10.1109/LCN53696.2022.9843531	http://dx.doi.org/10.1109/LCN53696.2022.9843531			9	Computer Science, Hardware & Architecture; Computer Science, Information Systems; Computer Science, Theory & Methods; Telecommunications	Conference Proceedings Citation Index - Science (CPCI-S)	Computer Science; Telecommunications	BU2EG		Green Submitted			2023-06-19	WOS:000884366100009
C	Lahmadi, A; Duque, A; Heraief, N; Francq, J		Koprinska, I; Kamp, M; Appice, A; Loglisci, C; Antonie, L; Zimmermann, A; Guidotti, R; Ozgobek, O		Lahmadi, Abdelkader; Duque, Alexis; Heraief, Nathan; Francq, Julien			MitM Attack Detection in BLE Networks Using Reconstruction and Classification Machine Learning Techniques	ECML PKDD 2020 WORKSHOPS	Communications in Computer and Information Science		English	Proceedings Paper	European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases (ECML PKDD)	SEP 14-18, 2020	ELECTR NETWORK	Fraunhofer IAIS, ASML, F Secure, Roche, Amazon, Science, EURA NOVA, Google, NEC, Internet & Data Lab, KNIME, Qualcomm, AI Res, imec, FWO, Ghent Univ, Springer, Visitgent, gentcongres, AI Growth		IoT security; Bluetooth Low Energy; Neural networks; Machine learning; Attack detection		Internet of Things (IoT) devices, including smartphones and tablets, are widely deployed in various application domains ranging from smart homes to industrial environments. Many of these devices rely on Bluetooth Low Energy (BLE) as a communication protocol for their control or the transfer of data. Trivial attacks can easily target these devices to compromise them due to their low security features and inherent vulnerabilities in their software and communication components. In this paper, we firstly demonstrate a Man-in-the-Middle (MitM) attack against BLE devices while collecting datasets of network traffic data exchange with and without the attack. Secondly, we study the use of machine learning to detect this attack by combining unsupervised and supervised techniques. We applied and compared two unsupervised techniques to reconstruct the model of BLE communications and detect suspicious data batches. We then applied a classification method based on Text-CNN technique to classify packets as normal or attack inside each suspicious batch. Our model reconstruction results show that we are able to discriminate normal and attack models with high precision and our classification method achieves high accuracy (approximate to 0.99) and low false positive rate (approximate to 0.03).	[Lahmadi, Abdelkader] Univ Lorraine, CNRS, INRIA, Loria, F-54000 Nancy, France; [Duque, Alexis] Rtone, 120 Rue St Cyr, F-69009 Lyon, France; [Heraief, Nathan; Francq, Julien] Airbus CyberSecur SAS, F-78996 Elancourt, France	Centre National de la Recherche Scientifique (CNRS); Inria; Universite de Lorraine; Airbus; Airbus France S.A.S.	Lahmadi, A (corresponding author), Univ Lorraine, CNRS, INRIA, Loria, F-54000 Nancy, France.	lahmadi@loria.fr; alexis.duque@rtone.fr			French Government [FUI 23]	French Government	This work is funded by the French Government under grant FUI 23 PACLIDO (Protocoles et Algorithmes Cryptographiques L ' egers pour l'Internet Des Objets).		19	6	6	0	0	SPRINGER INTERNATIONAL PUBLISHING AG	CHAM	GEWERBESTRASSE 11, CHAM, CH-6330, SWITZERLAND	1865-0929	1865-0937	978-3-030-65965-3; 978-3-030-65964-6	COMM COM INF SC			2020	1323						149	164		10.1007/978-3-030-65965-3_10	http://dx.doi.org/10.1007/978-3-030-65965-3_10			16	Computer Science, Artificial Intelligence; Computer Science, Information Systems; Computer Science, Interdisciplinary Applications; Computer Science, Theory & Methods	Conference Proceedings Citation Index - Science (CPCI-S)	Computer Science	BS4YI		Green Submitted			2023-06-19	WOS:000724139600010
C	Hanggoro, D; Rosyidi, L; Sari, RF			IEEE	Hanggoro, Delphi; Rosyidi, Lukman; Sari, Riri Fitri			Design and Implementation of Multi-Protocol Gateway for Internet of Things	2019 IEEE INTERNATIONAL CONFERENCE ON INDUSTRY 4.0, ARTIFICIAL INTELLIGENCE, AND COMMUNICATIONS TECHNOLOGY (IAICT)			English	Proceedings Paper	IEEE International Conference on Industry 4.0, Artificial Intelligence, and Communications Technology (IAICT)	JUL 01-03, 2019	Bali, INDONESIA	IEEE, Telkom Univ, IOT Ctr, IEEE Commun Soc, Indonesia Chapter		multi-protocol gateway; Internet of Things; WiFi; Bluetooth Low Energy; ZigBee		Heterogeneity is one of the top challenges for Internet of Things. One of the cases is the diversity of communication protocol used in IoT devices. This paper discusses the design and implementation of a multi-protocol gateway that can receive several protocols at once, i.e. Wi-Fi, Bluetooth Low Energy and ZigBee from IoT devices. The gateway is powered by a single board computer which is equipped by required transceiver module. A python script is used to control the process in the backend, along with MySQL for data storage and a frontend user interface built by Lazarus. A dashboard that displays the collected data and the network topology is provided to validate the work of the gateway. As the result, the gateway is able to accept all of the three communication protocols at the same time and display the data in real time in the dashboard. The result also shows that each protocol has different delay and packet delivery ratio. The WiFi protocols is found to have the largest delay which is 362 ms, and also the lowest packet delivery ratio which is 97%.	[Hanggoro, Delphi; Rosyidi, Lukman; Sari, Riri Fitri] Univ Indonesia, Fac Engn, Dept Elect Engn, Depok 16424, Indonesia	University of Indonesia	Hanggoro, D (corresponding author), Univ Indonesia, Fac Engn, Dept Elect Engn, Depok 16424, Indonesia.	delphi.hanggoro@ui.ac.id; lukman.rosyidi@ui.ac.id; riri@ui.ac.id	Rosyidi, Lukman/AAD-1101-2021	Rosyidi, Lukman/0000-0003-3668-1007; Hanggoro, Delphi/0000-0002-7653-1997	University of Indonesia [NKB.0072/0N2, R3.1/HKP.05.00/2019]	University of Indonesia(Ministry of Research and Technology of the Republic of Indonesia (RISTEK))	We thank University of Indonesia for financial support for this research under the Pit9 program, under the contract number: NKB.0072/0N2.R3.1/HKP.05.00/2019		15	0	0	0	1	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-7281-3745-2				2019							64	69						6	Computer Science, Artificial Intelligence; Engineering, Industrial; Telecommunications	Conference Proceedings Citation Index - Science (CPCI-S)	Computer Science; Engineering; Telecommunications	BO1HK					2023-06-19	WOS:000498522100011
C	Yumura, T; Akashi, K; Inoue, T			IEEE	Yumura, Tsubasa; Akashi, Kunio; Inoue, Tomoya			BluMoon: Bluetooth Low Fidnergy 1-4,mulation System with Software -Implemented Controller	2018 IEEE INTERNATIONAL CONFERENCE ON PERVASIVE COMPUTING AND COMMUNICATIONS WORKSHOPS (PERCOM WORKSHOPS)	International Conference on Pervasive Computing and Communications		English	Proceedings Paper	IEEE International Conference on Pervasive Computing and Communications (PerCom)	MAR 19-23, 2018	Athens, GREECE	IEEE		Internet of Things; Bluetooth Low Energy; wireless network; network emulation; testing		In the Internet of Things (loT), Bluetooth Low Energy (BLE) plays the important role of providing a path between a terminal device and a gateway. For the development of 131,E applications, testing is important; however, two major problems exist in that physical device preparation is costly and replay testing is difficult. To avoid these problems, we propose a novel approach to BLE application testing that employs emulation using the newly designed BluMoon architecture, which is a BLE emulation system with utilization software. The BluMoon emulation system design follows the communication model of actual BLE. However, BluMoon uses software -implemented pseudo controllers instead of physical controllers. Interaction with remote devices is emulated through exchange of virtual packets, where each virtual packet encapsulates an entire BLE link layer packet format in its payload. Here, we implement a pseudo controller with an advertising function, establishing a connection and exchanging data. We also evaluate the BluMoon implementation performance and measure the resource usage at Moon execution, the received packet loss rate, and the response time of HCI command execution. The results show that BluMoon exhibits performance satisfactory for practical application, for all measured items.	[Yumura, Tsubasa; Akashi, Kunio; Inoue, Tomoya] Natl Inst Informat & Commun Technol, Koganei, Tokyo, Japan; [Yumura, Tsubasa; Akashi, Kunio; Inoue, Tomoya] Japan Adv Inst Sci & Technol, Nomi, Japan	National Institute of Information & Communications Technology (NICT) - Japan; Japan Advanced Institute of Science & Technology (JAIST)	Yumura, T (corresponding author), Natl Inst Informat & Commun Technol, Koganei, Tokyo, Japan.; Yumura, T (corresponding author), Japan Adv Inst Sci & Technol, Nomi, Japan.	yumu@nict.go.jp; k-akashi@nict.go.jp; inoue.tomoya@nict.go.jp							13	0	0	1	2	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2474-2503		978-1-5386-3227-7	INT CONF PERVAS COMP			2018														6	Computer Science, Information Systems; Computer Science, Theory & Methods; Telecommunications	Conference Proceedings Citation Index - Science (CPCI-S)	Computer Science; Telecommunications	BP1XG					2023-06-19	WOS:000541062400165
C	Tanaka, M; Ikeda, R; Yoda, H; Aiba, M			IEEE	Tanaka, Minoru; Ikeda, Ryohei; Yoda, Hiroshi; Aiba, Masayuki			Development of condition monitoring system for railway facilities using opportunistic communication	2018 IEEE INTERNATIONAL CONFERENCE ON RFID TECHNOLOGY AND APPLICATIONS (RFID-TA)			English	Proceedings Paper	IEEE International Conference on RFID Technology and Applications (RFID-TA)	SEP 26-28, 2018	Macao, PEOPLES R CHINA	IEEE, Univ Macau, IEEE Council RFID, IEEE AP MTT Macau Chapter		Active RFID; Bluetooth low energy; Opportunistic communication; Condition based maintenance; Condition monitoring system; Shinkansen		Condition based maintenance (CBM) of the railway facilities is expected to reduce the total maintenance labors and costs. Since almost all the railway facilities are arranged along the railway lines, we have developed a condition monitoring system using the opportunistic communication which makes a moving receiver on a train collect automatically the monitoring data of the wireless sensors installed on the railway facilities. Bluetooth low energy (BLE), which is one kind of active RFID was used for communication. We selected connectionless broadcast topology of BLE and succeeded in collecting temperature, heat flow and acceleration data of BLE sensors from the Shinkansen train running at the speed of about 255 km/h. The developed system can be expected as an effective monitoring method for the railway facilities.	[Tanaka, Minoru; Ikeda, Ryohei; Yoda, Hiroshi; Aiba, Masayuki] Railway Tech Res Inst, Maglev Syst Technol Div, Tokyo, Japan		Tanaka, M (corresponding author), Railway Tech Res Inst, Maglev Syst Technol Div, Tokyo, Japan.	tanaka.minoru.96@rtri.or.jp							6	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-5386-5056-1				2018														4	Engineering, Electrical & Electronic; Telecommunications	Conference Proceedings Citation Index - Science (CPCI-S)	Engineering; Telecommunications	BL7TG					2023-06-19	WOS:000455477800020
C	Jiang, WC; Liu, RF; Liu, L; Li, ZJ; He, T			ACM	Jiang, Wenchao; Liu, Ruofeng; Liu, Ling; Li, Zhijun; He, Tian			BlueBee: 10,000x Faster Cross-Technology Communication from Bluetooth to ZigBee	PROCEEDINGS OF THE 23RD ANNUAL INTERNATIONAL CONFERENCE ON MOBILE COMPUTING AND NETWORKING (MOBICOM '17)			English	Proceedings Paper	23rd Annual International Conference on Mobile Computing and Networking (MobiCom)	OCT 16-20, 2017	Snowbird, UT	Assoc Comp Machinery, ACM SIGMOBILE		Cross Technology Communication; Signal Emulation; Bluetooth Low Energy; ZigBee; Internet of Things		Cross-Technology Communication is an emerging research direction providing a promising solution to the coexistence problem of heterogeneous wireless technologies in the ISM bands. However, existing works use only the coarse-grained packet-level information for cross-technology modulation, suffering from a low throughput (e.g., 10bps). Our approach, called BlueBee, aims at achieving much higher CTC throughput thus extends CTC applications. We proposes a new direction by emulating legitimate ZigBee frames using a Bluetooth Low Energy (BLE) radio. Uniquely, BlueBee achieves dual-standard compliance (i.e., BLE and ZigBee) and transparency by selecting only the payload of Bluetooth frames, requiring neither hardware nor firmware changes at the BLE senders and ZigBee receivers. Our implementation on commodity device testbeds shows that BlueBee can achieve a more than 99% accuracy and a throughput 10,000x faster than the state-of-the-art CTC reported so far. Here we demonstrate using BlueBee on a smartphone to control several smart light bulbs attached with ZigBee radio.	[Jiang, Wenchao; Liu, Ruofeng; Liu, Ling; Li, Zhijun; He, Tian] Univ Minnesota, 200 Union St SE, Minneapolis, MN 55455 USA; [Liu, Ling] Shanghai Jiao Tong Univ, Shanghai, Peoples R China; [Li, Zhijun] Harbin Inst Technol, Harbin, Heilongjiang, Peoples R China	University of Minnesota System; University of Minnesota Twin Cities; Shanghai Jiao Tong University; Harbin Institute of Technology	Jiang, WC (corresponding author), Univ Minnesota, 200 Union St SE, Minneapolis, MN 55455 USA.	jiang832@umn.edu; liu4189@umn.edu; liulingliuf@sjtu.edu.cn; lixx5427@umn.edu; tianhe@umn.edu	Jiang, Wenchao/AAB-2077-2022	Jiang, Wenchao/0000-0001-6765-2466	NSF [CNS-1444021, CNS-1718456]; NSF China [61672196]	NSF(National Science Foundation (NSF)); NSF China(National Natural Science Foundation of China (NSFC))	This work was supported in part by the NSF CNS-1444021 and NSF CNS-1718456, and NSF China 61672196. We sincerely thank anonymous reviewers for their valuable comments and feedback.		5	3	3	0	2	ASSOC COMPUTING MACHINERY	NEW YORK	1515 BROADWAY, NEW YORK, NY 10036-9998 USA			978-1-4503-4916-1				2017							486	487		10.1145/3117811.3119855	http://dx.doi.org/10.1145/3117811.3119855			2	Computer Science, Hardware & Architecture; Engineering, Electrical & Electronic; Telecommunications	Conference Proceedings Citation Index - Science (CPCI-S)	Computer Science; Engineering; Telecommunications	BM3YZ					2023-06-19	WOS:000462893900047
